wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol
1383,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7
1384,6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5
1385,11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2
1386,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8
1387,8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8
1388,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2
1389,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8
1390,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9
1391,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4
1392,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2
1393,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2
1394,7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5
1395,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4
1396,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4
1397,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5
1398,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1
1399,10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5
1400,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7
1401,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10
1402,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11
1403,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8
1404,8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1
1405,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9
1406,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2
1407,11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4
1408,8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9
1409,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8
1410,10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4
1411,8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2
1412,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5
1413,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4
1414,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5
1415,6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10
1416,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
1417,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7
1418,9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1
1419,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8
1420,10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7
1421,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2
1422,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8
1423,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3
1424,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6
1425,7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5
1426,11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7
1427,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5
1428,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6
1429,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4
1430,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3
1431,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8
1432,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7
1433,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2
1434,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7
1435,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4
1436,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9
1437,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7
1438,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1
1439,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5
1440,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4
1441,10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7
1442,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2
1443,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5
1444,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1
1445,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2
1446,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6
1447,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3
1448,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9
1449,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9
1450,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7
1451,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5
1452,7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8
1453,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7
1454,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1
1455,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2
1456,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10
1457,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3
1458,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7
1459,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
1460,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10
1461,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5
1462,8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6
1463,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8
1464,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8
1465,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
1466,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5
1467,5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6
1468,6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1
1469,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8
1470,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5
1471,11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2
1472,6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8
1473,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3
1474,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1
1475,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8
1476,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6
1477,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7
1478,9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2
1479,6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4
1480,10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10
1481,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8
1482,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5
1483,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10
1484,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5
1485,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5
1486,10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2
1487,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8
1488,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5
1489,10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2
1490,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8
1492,8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4
1493,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1
1494,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3
1495,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11
1496,7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4
1497,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
1498,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5
1499,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5
1500,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2
1501,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4
1502,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4
1503,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4
1504,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2
1505,7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1
1506,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9
1507,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14
1508,7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3
1509,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5
1510,7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8
1511,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8
1512,7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4
1513,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1
1514,5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3
1515,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5
1516,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1
1517,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6
1518,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9
1519,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2
1520,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8
1521,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1
1522,6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9
1523,6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13
1524,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9
1525,6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4
1526,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8
1527,5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8
1528,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5
1530,6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9
1531,6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8
1532,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2
1533,6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5
1534,7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10
1535,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9
1536,6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8
1537,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5
1538,7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8
1539,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7
1540,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8
1541,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1
1542,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5
1543,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1
1544,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2
1545,6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7
1546,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7
1547,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12
1548,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11
1549,5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6
1550,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6
1551,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3
1552,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9
1553,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13
1554,6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9
1555,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5
1556,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1
1557,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8
1558,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2
1559,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4
1560,7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7
1561,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1
1562,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8
1563,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12
1564,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10
1565,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2
1566,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4
1567,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8
1568,5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4
1569,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3
1570,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2
1571,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2
1572,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8
1573,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5
1574,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12
1575,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8
1576,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10
1577,6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6
1578,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7
1579,8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3
1580,6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7
1581,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4
1582,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3
1583,8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6
1584,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4
1585,7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3
1586,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5
1587,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5
1588,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9
1589,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4
1590,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8
1591,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2
1592,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4
1593,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2
1594,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6
1595,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6
1596,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4
1597,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11
1598,6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5
1599,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9
1600,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6
1601,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1
1602,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5
1603,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2
1604,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4
1605,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9
1606,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8
1607,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11
1608,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8
1609,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3
1610,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1
1611,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4
1612,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12
1613,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5
1614,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3
1615,7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3
1616,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9
1617,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8
1618,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6
1619,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9
1621,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10
1622,6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1
1623,8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12
1624,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5
1625,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7
1626,5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7
1627,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8
1628,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4
1629,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8
1630,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4
1631,6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1
1632,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8
1633,9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2
1634,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5
1635,6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1
1636,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8
1637,5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9
1638,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4
1639,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11
1640,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3
1641,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9
1642,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4
1643,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2
1644,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3
1645,7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5
1646,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9
1647,7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9
1648,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5
1649,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5
1650,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2
1651,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9
1652,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9
1653,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3
1654,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8
1655,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7
1656,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4
1657,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2
1658,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9
1659,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9
1660,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5
1661,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2
1662,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7
1663,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3
1664,5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4
1665,6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2
1666,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9
1667,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8
1668,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15
1669,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5
1670,5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10
1672,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3
1673,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4
1674,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8
1675,6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6
1676,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12
1677,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6
1678,6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3
1679,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05
1680,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9
1681,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4
1682,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2
1683,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11
1684,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3
1685,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9
1686,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13
1687,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5
1688,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5
1689,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2
1690,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6
1691,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7
1692,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12
1693,6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4
1694,6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4
1695,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2
1696,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5
1697,5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4
1698,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5
1699,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2
1700,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5
1701,7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4
1702,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6
1703,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4
1704,7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7
1705,6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6
1706,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8
1707,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4
1708,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1
