wine_id,wine_type,quality
2156,white,6
2157,white,5
2158,white,5
2159,white,5
2160,white,7
2161,white,6
2162,white,6
2163,white,5
2164,white,5
2165,white,8
2166,white,8
2167,white,6
2168,white,6
2169,white,7
2170,white,7
2171,white,5
2172,white,5
2173,white,7
2174,white,8
2175,white,5
2176,white,7
2177,white,5
2178,white,6
2179,white,5
2180,white,5
2181,white,6
2182,white,6
2183,white,7
2184,white,7
2185,white,6
2186,white,6
2187,white,5
2188,white,6
2189,white,5
2190,white,7
2191,white,6
2192,white,6
2193,white,5
2194,white,6
2195,white,6
2196,white,5
2197,white,6
2198,white,8
2199,white,6
2200,white,5
2201,white,5
2202,white,6
2203,white,6
2204,white,6
2205,white,8
2206,white,6
2207,white,6
2208,white,7
2209,white,5
2210,white,5
2211,white,6
2212,white,7
2213,white,4
2214,white,6
2215,white,5
2216,white,6
2217,white,6
2218,white,7
2219,white,5
2220,white,5
2221,white,6
2222,white,5
2223,white,6
2224,white,4
2225,white,5
2226,white,7
2227,white,6
2228,white,6
2229,white,5
2230,white,6
2231,white,6
2232,white,6
2233,white,6
2234,white,6
2235,white,6
2236,white,6
2237,white,6
2238,white,7
2239,white,5
2240,white,4
2241,white,6
2242,white,7
2243,white,5
2244,white,5
2245,white,8
2246,white,3
2247,white,5
2248,white,6
2249,white,6
2250,white,5
2251,white,6
2252,white,6
2253,white,6
2254,white,7
2255,white,6
2256,white,6
2257,white,7
2258,white,8
2259,white,7
2260,white,5
2261,white,5
2262,white,4
2263,white,7
2264,white,7
2265,white,6
2266,white,7
2267,white,5
2268,white,8
2269,white,5
2270,white,6
2271,white,6
2272,white,6
2273,white,5
2274,white,6
2275,white,6
2276,white,6
2277,white,5
2278,white,5
2279,white,6
2280,white,7
2281,white,6
2282,white,6
2283,white,6
2284,white,7
2285,white,5
2286,white,7
2287,white,6
2288,white,5
2289,white,7
2290,white,7
2291,white,6
2292,white,6
2293,white,5
2294,white,6
2295,white,6
2296,white,7
2297,white,4
2298,white,6
2299,white,5
2300,white,5
2301,white,6
2302,white,5
2303,white,5
2304,white,6
2305,white,6
2306,white,7
2307,white,5
2308,white,7
2309,white,5
2310,white,6
2311,white,6
2312,white,6
2313,white,6
2314,white,6
2315,white,4
2316,white,6
2317,white,6
2318,white,6
2319,white,5
2320,white,6
2321,white,5
2322,white,6
2323,white,6
2324,white,7
2325,white,6
2326,white,7
2327,white,5
2328,white,5
2329,white,6
2330,white,6
2331,white,6
2332,white,6
2334,white,7
2335,white,6
2336,white,7
2337,white,7
2338,white,6
2339,white,5
2340,white,6
2341,white,6
2342,white,6
2343,white,6
2344,white,5
2345,white,7
2346,white,6
2347,white,6
2348,white,6
2349,white,5
2350,white,6
2351,white,7
2352,white,4
2353,white,6
2354,white,6
2355,white,6
2356,white,5
2357,white,8
2358,white,7
2359,white,7
2360,white,6
2361,white,6
2362,white,5
2363,white,6
2364,white,4
2365,white,7
2366,white,5
2367,white,6
2368,white,6
2369,white,5
2370,white,5
2371,white,6
2372,white,6
2373,white,6
2374,white,6
2375,white,6
2376,white,7
2377,white,7
2378,white,7
2379,white,7
2380,white,5
2381,white,7
2382,white,5
2383,white,5
2384,white,8
2385,white,5
2386,white,5
2387,white,5
2388,white,7
2389,white,5
2390,white,5
2391,white,6
2392,white,5
2393,white,5
2394,white,6
2395,white,5
2396,white,6
2397,white,6
2398,white,6
2399,white,6
2400,white,7
2401,white,6
2402,white,5
2403,white,7
2404,white,7
2405,white,6
2406,white,6
2407,white,5
2408,white,8
2409,white,6
2410,white,7
2411,white,7
2412,white,5
2413,white,5
2414,white,7
2415,white,6
2416,white,6
2417,white,6
2418,white,7
2419,white,7
2420,white,7
2421,white,5
2422,white,6
2423,white,7
2424,white,6
2425,white,6
2426,white,6
2427,white,7
2428,white,6
2429,white,5
2430,white,7
2431,white,6
2432,white,6
2433,white,6
2434,white,6
2435,white,5
2436,white,5
2437,white,6
2438,white,7
2439,white,6
2440,white,5
2441,white,6
2442,white,7
2443,white,6
2444,white,6
2445,white,7
2446,white,4
2447,white,6
2448,white,6
2449,white,6
2450,white,5
2451,white,6
2452,white,7
2453,white,6
2454,white,6
2455,white,7
2456,white,6
2457,white,6
2458,white,6
2459,white,5
2460,white,5
2461,white,7
2462,white,8
2463,white,6
2464,white,7
2465,white,7
2466,white,7
2467,white,7
2468,white,6
2469,white,6
2470,white,6
2471,white,6
2472,white,6
2473,white,6
2474,white,5
2475,white,5
2476,white,7
2477,white,5
2478,white,7
2479,white,8
2480,white,6
2481,white,6
2482,white,5
2483,white,5
2484,white,6
2485,white,5
2486,white,7
2487,white,8
2488,white,6
2489,white,5
2490,white,6
2491,white,7
2492,white,5
2493,white,5
2494,white,5
2495,white,6
2496,white,6
2497,white,5
2498,white,6
2499,white,6
2500,white,5
2501,white,7
2502,white,4
2503,white,4
2504,white,6
2505,white,6
2506,white,7
2507,white,6
2508,white,5
2509,white,7
2510,white,6
2511,white,6
2512,white,5
2513,white,5
2514,white,6
2515,white,5
2516,white,5
2517,white,6
2518,white,5
2519,white,5
2520,white,6
2521,white,6
2522,white,6
2523,white,5
2524,white,5
2525,white,5
2526,white,6
2527,white,4
2528,white,7
2529,white,6
2530,white,6
2531,white,5
2532,white,6
2533,white,5
2534,white,5
2535,white,5
2536,white,5
2537,white,5
2538,white,6
2539,white,6
2540,white,6
2541,white,5
2542,white,7
2543,white,6
2544,white,6
2545,white,7
2546,white,8
2547,white,6
2548,white,6
2549,white,6
2550,white,5
2551,white,5
2552,white,5
2553,white,7
2554,white,6
2555,white,5
2556,white,7
2557,white,6
2558,white,7
2559,white,6
2560,white,6
2561,white,7
2562,white,5
2563,white,6
2564,white,7
2565,white,5
2566,white,7
2567,white,8
2568,white,5
2569,white,6
2570,white,7
2571,white,6
2572,white,5
2573,white,7
2574,white,6
2575,white,5
2576,white,7
2577,white,5
2578,white,7
2579,white,5
2580,white,8
2581,white,5
2582,white,4
2583,white,7
2584,white,6
2585,white,5
2586,white,6
2587,white,4
2588,white,6
2589,white,7
2590,white,5
2591,white,7
2592,white,7
2593,white,6
2594,white,4
2595,white,6
2596,white,7
2597,white,7
2598,white,6
2599,white,5
2600,white,6
2601,white,7
2602,white,6
2603,white,6
2604,white,6
2605,white,7
2606,white,5
2607,white,7
2608,white,6
2609,white,6
2610,white,6
2611,white,5
2612,white,5
2613,white,6
2614,white,8
2615,white,5
2616,white,5
2617,white,6
2618,white,6
2619,white,7
2620,white,7
2621,white,5
2622,white,6
2623,white,5
2624,white,6
2625,white,6
2626,white,6
2627,white,6
2628,white,6
2629,white,5
2630,white,6
2631,white,8
2632,white,5
2633,white,3
2634,white,5
2635,white,6
2636,white,6
2637,white,5
2638,white,7
2639,white,6
2640,white,5
2641,white,6
2642,white,7
2644,white,6
2645,white,6
2646,white,5
2647,white,6
2648,white,5
2649,white,5
2650,white,7
2651,white,5
2652,white,5
2653,white,6
2654,white,7
2655,white,7
2656,white,6
2657,white,6
2658,white,6
2659,white,5
2660,white,6
2661,white,5
2662,white,7
2663,white,5
2664,white,5
2665,white,6
2666,white,6
2667,white,6
2668,white,7
2669,white,5
2670,white,7
2671,white,7
2672,white,4
2673,white,6
2674,white,5
2675,white,4
2676,white,6
2677,white,6
2678,white,6
2679,white,5
2680,white,5
2681,white,5
2682,white,5
2683,white,6
2684,white,6
2685,white,6
2686,white,6
2687,white,5
2688,white,5
2689,white,6
2690,white,5
2691,white,5
2692,white,5
2693,white,6
2694,white,5
2695,white,5
2696,white,8
2697,white,6
2698,white,6
2699,white,6
2700,white,6
2701,white,6
2702,white,5
2703,white,8
2704,white,5
2705,white,6
2706,white,6
2707,white,7
2708,white,7
2709,white,5
2710,white,5
2711,white,6
2712,white,5
2713,white,6
2714,white,6
2715,white,7
2716,white,6
2717,white,8
2718,white,5
2719,white,6
2720,white,3
2721,white,6
2722,white,6
2723,white,7
2724,white,5
2725,white,6
2726,white,6
2727,white,7
2728,white,5
2729,white,4
2730,white,6
2731,white,5
2732,white,5
2733,white,5
2734,white,7
2735,white,6
2736,white,6
2737,white,6
2738,white,6
2739,white,6
2740,white,6
2741,white,6
2742,white,6
2743,white,5
2744,white,7
2745,white,6
2746,white,6
2747,white,6
2748,white,5
2749,white,6
2750,white,5
2751,white,7
2752,white,6
2753,white,5
2754,white,6
2755,white,6
2756,white,4
2757,white,6
2758,white,6
2759,white,6
2760,white,6
2761,white,6
2762,white,6
2763,white,6
2764,white,7
2765,white,6
2766,white,6
2767,white,6
2768,white,6
2769,white,7
2770,white,4
2771,white,6
2772,white,5
2773,white,7
2774,white,5
2775,white,6
2776,white,5
2777,white,5
2778,white,6
2779,white,5
2780,white,6
2781,white,6
2782,white,5
2783,white,5
2784,white,6
2785,white,5
2786,white,6
2787,white,7
2788,white,5
2789,white,8
2790,white,6
2791,white,6
2792,white,6
2793,white,6
2794,white,6
2795,white,5
2796,white,5
2797,white,6
2798,white,6
2799,white,6
2800,white,6
2801,white,6
2802,white,6
2803,white,6
2804,white,6
2805,white,7
2806,white,6
2807,white,6
2808,white,7
2809,white,5
2810,white,4
2811,white,7
2812,white,6
2813,white,5
2814,white,6
2815,white,7
2816,white,4
2817,white,5
2818,white,7
2819,white,4
2820,white,6
2821,white,6
2822,white,6
2823,white,6
2824,white,5
2825,white,6
2826,white,6
2827,white,5
2828,white,5
2829,white,5
2830,white,7
2831,white,6
2832,white,6
2833,white,5
2834,white,4
2835,white,5
2836,white,7
2837,white,5
2838,white,6
2839,white,5
2840,white,5
2841,white,6
2842,white,5
2843,white,6
2844,white,5
2845,white,6
2846,white,6
2847,white,7
2848,white,7
2849,white,6
2850,white,4
2851,white,6
2852,white,6
2853,white,7
2854,white,7
2855,white,5
2856,white,4
2857,white,6
2858,white,6
2859,white,8
2860,white,6
2861,white,5
2862,white,5
2863,white,6
2864,white,6
2865,white,5
2866,white,7
2867,white,5
2868,white,8
2869,white,7
2870,white,5
2871,white,7
2872,white,4
2873,white,5
2874,white,5
2875,white,6
2876,white,5
2877,white,6
2878,white,6
2879,white,6
2880,white,5
2881,white,5
2882,white,7
2883,white,7
2884,white,6
2885,white,8
2886,white,5
2887,white,6
2888,white,6
2889,white,7
2890,white,7
2891,white,6
2892,white,7
2893,white,5
2894,white,4
2895,white,6
2896,white,6
2897,white,5
2898,white,7
2899,white,5
2900,white,5
2901,white,6
2902,white,4
2903,white,7
2904,white,6
2905,white,5
2906,white,6
2907,white,5
2908,white,8
2909,white,4
2910,white,7
2911,white,4
2912,white,6
2913,white,5
2914,white,5
2915,white,6
2916,white,7
2917,white,5
2918,white,6
2919,white,5
2920,white,5
2921,white,5
2922,white,5
2923,white,5
2924,white,7
2925,white,5
2926,white,5
2927,white,5
2928,white,6
2929,white,8
2930,white,6
2931,white,6
2932,white,6
2933,white,6
2934,white,6
2935,white,8
2936,white,6
2937,white,6
2938,white,6
2939,white,5
2940,white,6
2941,white,7
2942,white,5
2943,white,6
2944,white,5
2945,white,6
2946,white,6
2947,white,5
2948,white,5
2949,white,6
2950,white,6
2951,white,5
2952,white,6
2953,white,6
2954,white,6
2955,white,6
2956,white,6
2957,white,6
2958,white,5
2959,white,7
2960,white,8
2961,white,7
2962,white,8
2963,white,6
2964,white,5
2965,white,6
2966,white,5
2967,white,6
2968,white,5
2969,white,5
2970,white,9
2971,white,6
2972,white,6
2973,white,6
2974,white,7
2975,white,6
2976,white,5
2977,white,6
2978,white,6
2979,white,6
2980,white,8
2981,white,6
2982,white,5
2983,white,6
2984,white,5
2985,white,6
2986,white,7
2987,white,8
2988,white,7
2989,white,6
2990,white,6
2991,white,6
2992,white,6
2993,white,5
2994,white,5
2995,white,6
2996,white,5
2997,white,5
2998,white,6
2999,white,8
3000,white,7
3001,white,5
3002,white,5
3003,white,7
3004,white,4
3005,white,5
3006,white,8
3007,white,6
3008,white,7
3009,white,5
3010,white,5
3011,white,6
3012,white,6
3013,white,5
3014,white,7
3015,white,5
3016,white,9
3017,white,7
3018,white,8
3019,white,7
3020,white,5
3021,white,5
3022,white,6
3023,white,6
3024,white,5
3025,white,6
3026,white,6
3027,white,8
3028,white,6
3029,white,5
3030,white,6
3031,white,6
3032,white,5
3033,white,5
3034,white,6
3035,white,7
3036,white,6
3037,white,7
3038,white,6
3039,white,6
3040,white,5
3041,white,8
3042,white,6
3043,white,6
3044,white,6
3045,white,7
3046,white,6
3047,white,6
3048,white,7
3049,white,6
3050,white,7
3051,white,5
3052,white,6
3053,white,7
3054,white,5
3055,white,7
3056,white,6
3057,white,8
3058,white,5
3059,white,5
3060,white,6
3061,white,5
3062,white,6
3063,white,6
3064,white,7
3065,white,4
3066,white,5
3067,white,5
3068,white,5
3069,white,6
3070,white,5
3071,white,7
3072,white,7
3073,white,6
3074,white,4
3075,white,6
3076,white,5
3077,white,5
3078,white,6
3079,white,5
3080,white,6
3081,white,6
3082,white,6
3083,white,7
3084,white,6
3085,white,6
3086,white,6
3087,white,6
3088,white,6
3089,white,8
3090,white,5
3091,white,7
3092,white,6
3093,white,5
3094,white,6
3095,white,5
3096,white,5
3097,white,7
3098,white,7
3099,white,6
3100,white,5
3101,white,7
3102,white,6
3103,white,6
3104,white,5
3105,white,7
3106,white,7
3107,white,4
3108,white,5
3109,white,5
3110,white,6
3111,white,6
3112,white,7
3113,white,7
3114,white,7
3115,white,6
3116,white,6
3117,white,8
3118,white,6
3119,white,5
3120,white,6
3121,white,8
3122,white,6
3123,white,6
3124,white,4
3125,white,6
3126,white,6
3127,white,5
3128,white,6
3129,white,6
3130,white,6
3131,white,5
3132,white,7
3133,white,5
3134,white,6
3135,white,5
3136,white,7
3137,white,6
3138,white,5
3139,white,7
3140,white,7
3141,white,5
3142,white,5
3143,white,6
3144,white,7
3145,white,6
3146,white,5
3147,white,6
3148,white,5
3149,white,7
3150,white,5
3151,white,7
3152,white,4
3153,white,7
3154,white,5
3155,white,6
3156,white,6
3157,white,6
3158,white,6
3159,white,6
3160,white,5
3161,white,4
3162,white,6
3163,white,6
3164,white,7
3165,white,5
3166,white,6
3167,white,7
3168,white,4
3169,white,6
3170,white,6
3171,white,6
3172,white,4
3173,white,6
3174,white,7
3175,white,8
3176,white,6
3177,white,6
3178,white,7
3179,white,7
3180,white,6
3181,white,7
3182,white,6
3183,white,6
3184,white,6
3185,white,5
3186,white,8
3187,white,7
3188,white,6
3189,white,6
3190,white,7
3191,white,4
3192,white,7
3193,white,5
3194,white,6
3195,white,5
3196,white,5
3197,white,5
3198,white,5
3199,white,5
3200,white,5
3201,white,4
3202,white,5
3203,white,6
3204,white,8
3205,white,6
3206,white,6
3207,white,4
3208,white,6
3209,white,5
3210,white,5
3211,white,5
3212,white,6
3213,white,7
3214,white,5
3215,white,6
3216,white,7
3217,white,6
3218,white,5
3219,white,6
3220,white,5
3221,white,5
3222,white,6
3223,white,7
3224,white,5
3225,white,6
3226,white,7
3227,white,6
3228,white,6
3229,white,6
3230,white,5
3231,white,5
3232,white,5
3233,white,6
3234,white,6
3235,white,5
3236,white,6
3237,white,6
3238,white,6
3239,white,7
3240,white,5
3241,white,6
3242,white,6
3243,white,6
3244,white,5
3245,white,5
3246,white,4
3247,white,7
3248,white,6
3249,white,6
3250,white,7
3251,white,6
3252,white,6
3253,white,5
3254,white,6
3255,white,5
3256,white,7
3257,white,7
3258,white,7
3259,white,5
3260,white,4
3261,white,8
3262,white,5
3263,white,7
3264,white,7
3265,white,5
3266,white,5
3267,white,6
3268,white,7
3269,white,6
3270,white,6
3271,white,5
3272,white,6
3273,white,8
3274,white,6
3275,white,6
3276,white,6
3277,white,5
3278,white,6
3279,white,5
3280,white,6
3281,white,4
3282,white,6
3283,white,6
3284,white,6
3285,white,5
3286,white,7
3287,white,5
3288,white,7
3289,white,6
3290,white,6
3291,white,7
3292,white,7
3293,white,5
3294,white,6
3295,white,5
3296,white,5
3297,white,6
3298,white,7
3299,white,6
3300,white,6
3301,white,5
3302,white,5
3303,white,6
3304,white,8
3305,white,6
3306,white,6
3307,white,6
3308,white,6
3309,white,7
3310,white,5
3311,white,6
3312,white,8
3313,white,6
3314,white,5
3315,white,6
3316,white,6
3317,white,5
3318,white,6
3319,white,5
3320,white,5
3321,white,4
3322,white,6
3323,white,6
3324,white,8
3325,white,5
3326,white,5
3327,white,5
3328,white,6
3329,white,5
3330,white,8
3331,white,6
3332,white,5
3333,white,5
3334,white,6
3335,white,6
3336,white,7
3337,white,7
3338,white,4
3339,white,6
3340,white,7
3341,white,7
3342,white,6
3343,white,7
3344,white,6
3345,white,5
3346,white,5
3347,white,5
3348,white,6
3349,white,7
3351,white,6
3352,white,6
3353,white,6
3354,white,5
3355,white,7
3356,white,6
3357,white,6
3358,white,6
3359,white,5
3360,white,5
3361,white,7
3362,white,7
3363,white,6
3364,white,6
3365,white,6
3366,white,5
3367,white,8
3368,white,6
3369,white,4
3370,white,5
3371,white,7
3372,white,6
3373,white,6
3375,white,7
3376,white,5
3377,white,6
3378,white,5
3379,white,6
3380,white,6
3381,white,6
3382,white,5
3383,white,6
3384,white,5
3385,white,6
3386,white,5
3387,white,5
3388,white,5
3389,white,6
3390,white,4
3391,white,5
3392,white,6
3393,white,3
3394,white,7
3395,white,5
3396,white,7
3397,white,8
3398,white,5
3399,white,6
3400,white,6
3401,white,5
3402,white,5
3403,white,5
3404,white,5
3405,white,6
3406,white,6
3407,white,7
3408,white,7
3409,white,7
3410,white,6
3411,white,7
3412,white,6
3413,white,6
3414,white,5
3415,white,7
3416,white,5
3417,white,5
3418,white,6
3419,white,5
3420,white,8
3421,white,5
3422,white,6
3423,white,6
3424,white,5
3425,white,6
3426,white,6
3427,white,6
3428,white,5
3429,white,6
3430,white,5
3431,white,6
3432,white,6
3433,white,6
3434,white,6
3435,white,7
3436,white,5
3437,white,5
3438,white,7
3439,white,6
3440,white,5
3441,white,7
3442,white,6
3443,white,6
3444,white,5
3445,white,4
3446,white,7
3447,white,5
3448,white,6
3449,white,6
3450,white,6
3451,white,7
3452,white,6
3453,white,6
3454,white,5
3455,white,6
3456,white,4
3457,white,5
3458,white,6
3459,white,6
3460,white,8
3461,white,6
3462,white,6
3463,white,6
3464,white,6
3465,white,7
3466,white,7
3467,white,6
3468,white,6
3469,white,6
3470,white,6
3471,white,6
3472,white,5
3473,white,5
3474,white,6
3475,white,6
3476,white,7
3477,white,6
3478,white,7
3479,white,5
3480,white,6
3481,white,5
3482,white,5
3483,white,7
3484,white,6
3485,white,6
3486,white,6
3487,white,6
3488,white,7
3489,white,6
3490,white,6
3491,white,5
3492,white,6
3493,white,6
3494,white,5
3495,white,6
3496,white,8
3497,white,7
3498,white,6
3499,white,5
3500,white,6
3501,white,6
3502,white,6
3503,white,6
3504,white,8
3505,white,5
3506,white,5
3507,white,5
3508,white,5
3509,white,6
3510,white,6
3511,white,5
3512,white,7
3513,white,6
3514,white,5
3515,white,6
3516,white,5
3517,white,5
3518,white,6
3519,white,5
3521,white,5
3522,white,4
3523,white,4
3524,white,6
3525,white,5
3526,white,5
3527,white,6
3528,white,6
3529,white,6
3530,white,6
3531,white,6
3532,white,6
3533,white,5
3534,white,7
3535,white,6
3536,white,6
3537,white,6
3538,white,5
3539,white,4
3540,white,6
3541,white,4
3542,white,6
3543,white,6
3544,white,6
3545,white,7
3546,white,6
3547,white,7
3548,white,7
3549,white,7
3550,white,6
3551,white,6
3552,white,7
3553,white,7
3554,white,5
3555,white,6
3556,white,6
3557,white,6
3558,white,5
3559,white,4
3560,white,5
3561,white,6
3562,white,6
3563,white,5
3564,white,6
3565,white,7
3566,white,6
3567,white,7
3568,white,6
3569,white,7
3570,white,7
3571,white,5
3572,white,5
3573,white,7
3574,white,5
3575,white,6
3576,white,7
3577,white,7
3578,white,7
3579,white,7
3580,white,6
3581,white,6
3582,white,6
3583,white,6
3584,white,6
3585,white,5
3586,white,7
3587,white,7
3588,white,5
3589,white,7
3590,white,5
3591,white,4
3592,white,7
3593,white,5
3594,white,6
3595,white,5
3596,white,6
3597,white,6
3598,white,5
3599,white,6
3600,white,7
3601,white,5
3603,white,6
3604,white,6
3605,white,6
3606,white,6
3607,white,7
3608,white,6
3609,white,5
3610,white,5
3611,white,5
3612,white,6
3613,white,6
3614,white,5
3615,white,6
3616,white,6
3617,white,6
3618,white,6
3619,white,6
3620,white,6
3621,white,5
3622,white,8
3623,white,7
3624,white,5
3625,white,5
3626,white,6
3627,white,6
3628,white,6
3629,white,7
3630,white,6
3631,white,6
3632,white,6
3633,white,6
3634,white,8
3635,white,6
3636,white,6
3637,white,5
3638,white,8
3639,white,5
3640,white,5
3641,white,5
3642,white,7
3643,white,6
3644,white,5
3645,white,4
3646,white,7
3647,white,7
3648,white,6
3649,white,5
3650,white,6
3651,white,6
3652,white,6
3653,white,6
3654,white,4
3655,white,5
3656,white,8
3657,white,5
3658,white,6
3659,white,5
3660,white,6
3661,white,7
3662,white,6
3663,white,6
3664,white,7
3665,white,5
3666,white,5
3667,white,5
3668,white,6
3669,white,6
3670,white,6
3671,white,7
3672,white,6
3673,white,4
3674,white,6
3675,white,6
3676,white,6
3677,white,6
3678,white,6
3679,white,6
3680,white,7
3681,white,6
3682,white,6
3683,white,7
3684,white,5
3685,white,5
3686,white,7
3687,white,5
3688,white,7
3689,white,5
3690,white,5
3691,white,5
3692,white,8
3693,white,6
3694,white,5
3695,white,7
3696,white,6
3698,white,7
3699,white,6
3700,white,6
3701,white,6
3702,white,8
3703,white,8
3704,white,5
3705,white,7
3706,white,5
3707,white,7
3708,white,6
3709,white,7
3710,white,6
3711,white,5
3712,white,5
3714,white,5
3715,white,7
3716,white,6
3717,white,6
3718,white,7
3719,white,6
3720,white,7
3721,white,6
3722,white,6
3723,white,8
3724,white,6
3725,white,5
3726,white,7
3727,white,7
3728,white,5
3729,white,6
3730,white,7
3731,white,6
3732,white,7
3733,white,6
3734,white,7
3735,white,3
3736,white,4
3737,white,6
3738,white,6
3739,white,6
3740,white,6
3741,white,6
3742,white,5
3743,white,5
3744,white,7
3745,white,6
3746,white,6
3747,white,6
3748,white,6
3749,white,7
3750,white,7
3751,white,5
3752,white,6
3753,white,7
3754,white,5
3755,white,6
3756,white,6
3757,white,5
3758,white,6
3759,white,4
3760,white,5
3761,white,6
3762,white,6
3763,white,6
3764,white,6
3765,white,7
3766,white,7
3767,white,8
3768,white,6
3769,white,6
3770,white,7
3771,white,6
3772,white,7
3773,white,6
3774,white,6
3775,white,6
3776,white,5
3777,white,7
3778,white,6
3779,white,5
3780,white,5
3781,white,6
3782,white,8
3783,white,6
3784,white,8
3785,white,6
3786,white,5
3787,white,7
3788,white,5
3789,white,7
3790,white,6
3791,white,6
3792,white,6
3793,white,7
3794,white,8
3795,white,7
3796,white,5
3797,white,6
3798,white,7
3799,white,5
3800,white,6
3801,white,7
3802,white,4
3803,white,6
3804,white,4
3805,white,7
3806,white,6
3807,white,5
3808,white,6
3809,white,6
3810,white,6
3811,white,6
3812,white,5
3813,white,6
3814,white,5
3815,white,5
3816,white,7
3817,white,6
3818,white,6
3819,white,6
3820,white,6
3821,white,7
3823,white,5
3824,white,6
3825,white,8
3826,white,5
3827,white,6
3828,white,5
3829,white,6
3830,white,6
3831,white,5
3832,white,6
3833,white,6
3834,white,5
3835,white,5
3836,white,6
3837,white,5
3838,white,5
3839,white,7
3840,white,9
3841,white,5
3842,white,7
3843,white,5
3844,white,6
3845,white,7
3846,white,6
3847,white,5
3848,white,5
3849,white,7
3850,white,7
3851,white,5
3852,white,5
3853,white,6
3854,white,6
3855,white,7
3856,white,6
3857,white,5
3858,white,6
3859,white,4
3860,white,5
3861,white,6
3862,white,7
3863,white,5
3864,white,6
3865,white,6
3866,white,6
3867,white,6
3868,white,6
3869,white,6
3870,white,5
3871,white,5
3872,white,7
3873,white,6
3874,white,7
3875,white,6
3876,white,6
3877,white,6
3878,white,5
3879,white,6
3880,white,6
3881,white,5
3882,white,6
3883,white,6
3884,white,5
3885,white,6
3886,white,6
3887,white,6
3888,white,6
3889,white,8
3890,white,5
3891,white,4
3892,white,6
3893,white,6
3894,white,6
3895,white,5
3896,white,7
3897,white,6
3898,white,6
3899,white,5
3900,white,7
3901,white,7
3902,white,5
3903,white,7
3904,white,7
3905,white,8
3906,white,4
3907,white,8
3908,white,7
3909,white,7
3910,white,6
3911,white,5
3912,white,7
3913,white,8
3914,white,6
3915,white,8
3916,white,6
3917,white,8
3918,white,6
3919,white,8
3920,white,6
3921,white,5
3922,white,5
3923,white,5
3924,white,6
3925,white,6
3926,white,6
3927,white,6
3928,white,7
3929,white,5
3930,white,6
3931,white,6
3932,white,6
3933,white,5
3934,white,7
3935,white,6
3936,white,5
3937,white,5
3938,white,5
3939,white,6
3940,white,5
3941,white,6
3942,white,7
3943,white,6
3944,white,7
3945,white,6
3946,white,6
3947,white,7
3948,white,6
3949,white,8
3950,white,6
3951,white,6
3952,white,7
3953,white,4
3954,white,5
3955,white,7
3956,white,6
3957,white,6
3958,white,6
3959,white,6
3960,white,6
3961,white,5
3962,white,6
3963,white,6
3964,white,6
3965,white,6
3966,white,8
3967,white,7
3968,white,5
3969,white,7
3970,white,4
3971,white,5
3972,white,6
3973,white,7
3974,white,6
3975,white,7
3976,white,5
3977,white,6
3978,white,6
3979,white,6
3980,white,8
3981,white,6
3982,white,6
3983,white,6
3984,white,6
3985,white,5
3986,white,6
3987,white,6
3988,white,6
3989,white,5
3990,white,5
3991,white,5
3992,white,8
3993,white,5
3994,white,6
3995,white,6
3996,white,7
3997,white,5
3998,white,5
3999,white,6
4000,white,6
4001,white,7
4002,white,6
4003,white,6
4004,white,6
4005,white,6
4006,white,7
4007,white,6
4008,white,6
4009,white,6
4010,white,7
4011,white,6
4012,white,6
4013,white,7
4014,white,6
4015,white,5
4016,white,5
4017,white,6
4018,white,5
4019,white,5
4020,white,6
4021,white,7
4022,white,5
4023,white,6
4024,white,8
4025,white,6
4026,white,6
4027,white,6
4028,white,6
4029,white,8
4030,white,7
4031,white,5
4032,white,5
4033,white,5
4034,white,5
4035,white,5
4036,white,6
4037,white,6
4038,white,5
4039,white,8
4040,white,6
4041,white,5
4042,white,6
4043,white,5
4044,white,6
4045,white,5
4046,white,5
4047,white,6
4048,white,6
4049,white,8
4050,white,6
4051,white,6
4052,white,6
4053,white,6
4054,white,5
4055,white,6
4056,white,6
4057,white,5
4058,white,7
4059,white,6
4060,white,6
4061,white,7
4062,white,7
4063,white,6
4064,white,6
4065,white,6
4066,white,5
4067,white,4
4068,white,8
4069,white,7
4070,white,5
4071,white,6
4072,white,5
4073,white,6
4074,white,5
4075,white,6
4076,white,6
4077,white,7
4078,white,7
4079,white,5
4080,white,6
4081,white,5
4082,white,6
4083,white,5
4084,white,6
4085,white,5
4086,white,7
4087,white,6
4088,white,6
4089,white,6
4090,white,6
4091,white,6
4092,white,5
4093,white,5
4094,white,7
4095,white,7
4096,white,7
4097,white,7
4098,white,5
4099,white,6
4100,white,5
4101,white,6
4102,white,5
4103,white,5
4104,white,6
4105,white,7
4106,white,5
4107,white,8
4108,white,7
4109,white,8
4110,white,6
4111,white,6
4112,white,7
4113,white,5
4114,white,5
4115,white,5
4116,white,6
4117,white,7
4118,white,6
4119,white,7
4120,white,6
4121,white,6
4122,white,6
4123,white,7
4124,white,5
4125,white,6
4126,white,8
4127,white,5
4128,white,5
4129,white,5
4130,white,6
4131,white,6
4132,white,7
4133,white,5
4134,white,7
4135,white,6
4136,white,3
4137,white,5
4138,white,6
4139,white,6
4140,white,5
4141,white,5
4142,white,7
4143,white,7
4144,white,6
4145,white,7
4146,white,5
4147,white,6
4148,white,6
4149,white,7
4151,white,7
4152,white,7
4153,white,4
4154,white,7
4155,white,6
4156,white,5
4157,white,7
4158,white,6
4159,white,7
4160,white,5
4161,white,5
4162,white,6
4163,white,5
