wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
939,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6
940,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6
941,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,5
942,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.53333333333333,6
943,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
944,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
945,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
946,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7
947,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6
948,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6
949,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6
950,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5
951,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5
952,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
953,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
954,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6
955,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
956,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7
957,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
958,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7
959,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
960,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6
961,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
962,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.3333333333333,6
963,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
964,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6
965,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
966,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5
967,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7
968,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
969,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7
970,7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8
971,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
972,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
973,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
974,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
975,7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6
976,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5
977,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
978,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
979,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
980,6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,5
981,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6
982,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7
983,7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5
984,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5
985,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5
986,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6
987,8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6
988,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
989,7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6
990,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
991,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5
992,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7
993,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4
994,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4
995,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6
996,6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6
997,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7
998,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
999,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
1000,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7
1001,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
1002,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6
1003,6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5
1004,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5
1005,8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6
1006,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
1007,6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5
1008,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6
1009,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
1010,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5
1011,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6
1012,7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6
1013,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6
1014,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5
1015,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5
1016,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5
1017,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6
1018,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4
1019,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7
1020,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6
1021,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
1022,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
1023,7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6
1024,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5
1025,9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,5
1026,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
1027,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5
1028,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5
1029,6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6
1030,8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6
1031,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6
1032,6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5
1033,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7
1034,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6
1035,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
1036,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7
1037,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
1038,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,6
1039,6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6
1040,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6
1041,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5
1042,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5
1043,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
1044,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
1045,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6
1046,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5
1047,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
1048,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6
1049,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7
1050,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
1051,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6
1052,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7
1053,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
1054,8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6
1055,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7
1056,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,5
1057,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7
1058,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
1059,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5
1060,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
1061,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7
1062,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
1063,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5
1064,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
1065,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6
1066,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5
1067,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7
1068,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5
1069,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
1070,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,5
1071,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8
1072,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5
1073,7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,4
1074,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
1075,6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6
1076,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5
1077,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
1078,6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4
1079,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6
1080,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
1081,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
1082,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7
1083,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
1084,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6
1085,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4
1086,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
1087,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
1088,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
1089,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6
1090,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5
1091,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
1092,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7
1093,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
1094,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6
1095,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6
1096,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7
1097,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5
1098,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7
1099,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6
1100,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
1101,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6
1102,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5
1103,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
1104,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
1105,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
1106,7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5
1107,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5
1108,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
1109,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6
1110,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7
1111,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7
1112,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
1113,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
1114,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5
1115,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6
1116,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6
1117,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6
1118,8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6
1119,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6
1120,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,5
1121,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
1122,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
1123,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
1124,9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3
1125,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5
1126,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6
1127,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6
1128,6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5
1129,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
1130,6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6
1131,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5
1132,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6
1133,7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
1134,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,-6
1135,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6
1136,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
1137,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5
1138,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
1139,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5
1140,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
1141,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
1142,6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5
1143,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
1144,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
1145,7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7
1146,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7
1147,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6
1148,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6
1149,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
1150,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5
1151,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6
1152,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5
1153,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
1154,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
1155,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,5
1156,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
1157,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6
1158,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6
1159,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
1160,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5
1161,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7
1162,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
1163,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,4
1164,5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6
1165,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,5
1166,6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4
1167,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
1168,8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6
1169,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6
1170,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5
1171,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5
1172,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
1173,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
1174,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6
1175,6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6
1176,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
1177,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6
1178,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5
1179,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5
1180,6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6
1181,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
1182,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
1183,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5
1184,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6
1185,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5
1186,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5
1187,8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8
1188,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6
1189,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6
1190,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6
1191,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6
1192,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6
1193,7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5
1194,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8
1195,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5
1196,5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6
1197,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6
1198,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7
1199,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7
1200,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
1201,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5
1202,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
1203,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5
1204,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6
1205,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
1206,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7
1207,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
1208,7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8
1209,7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,5
1210,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
1211,7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3
1212,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6
1213,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6
1214,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7
1215,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
1216,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6
1217,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6
1218,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7
1219,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5
1220,5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4
1221,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6
1222,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
1223,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5
1224,7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5
1225,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
1226,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6
1227,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
1228,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6
1229,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
1230,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
1231,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6
1232,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
1233,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
1234,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5
1235,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7
1236,6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6
1237,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
1238,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
1239,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5
1240,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6
1241,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
1242,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7
1243,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
1244,6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,5
1245,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
1246,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6
